# --- items.txt ---
# Format: item_id,amount,buy_price,buy_damage,shop,category,sell_price,sell_damage

# == BANK ==
cherry_door,3,80,0,crafters_shop,doors,25,0
crimson_door,3,90,0,crafters_shop,doors,28,0
warped_door,3,90,0,crafters_shop,doors,28,0
bamboo_door,3,70,0,crafters_shop,doors,20,0
pale_oak_door,3,100,0,crafters_shop,doors,30,0
iron_door,1,150,0,workshop,redstone,50,0

# Category: trapdoors
trapdoor,4,40,0,crafters_shop,trapdoors,12,0
spruce_trapdoor,4,40,0,crafters_shop,trapdoors,12,0
birch_trapdoor,4,40,0,crafters_shop,trapdoors,12,0
jungle_trapdoor,4,50,0,crafters_shop,trapdoors,15,0
acacia_trapdoor,4,50,0,crafters_shop,trapdoors,15,0
dark_oak_trapdoor,4,50,0,crafters_shop,trapdoors,15,0
mangrove_trapdoor,4,60,0,crafters_shop,trapdoors,18,0
cherry_trapdoor,4,60,0,crafters_shop,trapdoors,18,0
crimson_trapdoor,4,70,0,crafters_shop,trapdoors,20,0
warped_trapdoor,4,70,0,crafters_shop,trapdoors,20,0
bamboo_trapdoor,4,50,0,crafters_shop,trapdoors,15,0
pale_oak_trapdoor,4,80,0,crafters_shop,trapdoors,25,0
iron_trapdoor,1,100,0,crafters_shop,trapdoors,30,0

# Category: wood_buttons
oak_button,16,10,0,crafters_shop,wood_buttons,3,0
spruce_button,16,10,0,crafters_shop,wood_buttons,3,0
birch_button,16,10,0,crafters_shop,wood_buttons,3,0
jungle_button,16,12,0,crafters_shop,wood_buttons,4,0
acacia_button,16,12,0,crafters_shop,wood_buttons,4,0
dark_oak_button,16,12,0,crafters_shop,wood_buttons,4,0
mangrove_button,16,15,0,crafters_shop,wood_buttons,5,0
cherry_button,16,15,0,crafters_shop,wood_buttons,5,0
crimson_button,16,18,0,crafters_shop,wood_buttons,6,0
warped_button,16,18,0,crafters_shop,wood_buttons,6,0
bamboo_button,16,12,0,crafters_shop,wood_buttons,4,0
pale_oak_button,16,20,0,crafters_shop,wood_buttons,7,0

# Category: wood_plates
oak_pressure_plate,4,20,0,crafters_shop,wood_plates,6,0
spruce_pressure_plate,4,20,0,crafters_shop,wood_plates,6,0
birch_pressure_plate,4,20,0,crafters_shop,wood_plates,6,0
jungle_pressure_plate,4,25,0,crafters_shop,wood_plates,8,0
acacia_pressure_plate,4,25,0,crafters_shop,wood_plates,8,0
dark_oak_pressure_plate,4,25,0,crafters_shop,wood_plates,8,0
mangrove_pressure_plate,4,30,0,crafters_shop,wood_plates,10,0
cherry_pressure_plate,4,30,0,crafters_shop,wood_plates,10,0
crimson_pressure_plate,4,35,0,crafters_shop,wood_plates,11,0
warped_pressure_plate,4,35,0,crafters_shop,wood_plates,11,0
bamboo_pressure_plate,4,25,0,crafters_shop,wood_plates,8,0
pale_oak_pressure_plate,4,40,0,crafters_shop,wood_plates,12,0

# Category: wood_signs
oak_sign,3,30,0,crafters_shop,wood_signs,10,0
spruce_sign,3,30,0,crafters_shop,wood_signs,10,0
birch_sign,3,30,0,crafters_shop,wood_signs,10,0
jungle_sign,3,35,0,crafters_shop,wood_signs,11,0
acacia_sign,3,35,0,crafters_shop,wood_signs,11,0
dark_oak_sign,3,35,0,crafters_shop,wood_signs,11,0
mangrove_sign,3,40,0,crafters_shop,wood_signs,12,0
cherry_sign,3,40,0,crafters_shop,wood_signs,12,0
crimson_sign,3,45,0,crafters_shop,wood_signs,13,0
warped_sign,3,45,0,crafters_shop,wood_signs,13,0
bamboo_sign,3,35,0,crafters_shop,wood_signs,11,0
pale_oak_sign,3,50,0,crafters_shop,wood_signs,15,0
oak_hanging_sign,3,40,0,crafters_shop,wood_signs,12,0
spruce_hanging_sign,3,40,0,crafters_shop,wood_signs,12,0
birch_hanging_sign,3,40,0,crafters_shop,wood_signs,12,0
jungle_hanging_sign,3,45,0,crafters_shop,wood_signs,13,0
acacia_hanging_sign,3,45,0,crafters_shop,wood_signs,13,0
dark_oak_hanging_sign,3,45,0,crafters_shop,wood_signs,13,0
mangrove_hanging_sign,3,50,0,crafters_shop,wood_signs,15,0
cherry_hanging_sign,3,50,0,crafters_shop,wood_signs,15,0
crimson_hanging_sign,3,55,0,crafters_shop,wood_signs,16,0
warped_hanging_sign,3,55,0,crafters_shop,wood_signs,16,0
bamboo_hanging_sign,3,45,0,crafters_shop,wood_signs,13,0
pale_oak_hanging_sign,3,60,0,crafters_shop,wood_signs,18,0

# Category: banner_parts
white_banner,1,50,0,crafters_shop,banner_parts,15,0
light_gray_banner,1,55,0,crafters_shop,banner_parts,16,0
gray_banner,1,55,0,crafters_shop,banner_parts,16,0
black_banner,1,60,0,crafters_shop,banner_parts,18,0
brown_banner,1,58,0,crafters_shop,banner_parts,17,0
red_banner,1,55,0,crafters_shop,banner_parts,16,0
orange_banner,1,55,0,crafters_shop,banner_parts,16,0
yellow_banner,1,55,0,crafters_shop,banner_parts,16,0
lime_banner,1,55,0,crafters_shop,banner_parts,16,0
green_banner,1,58,0,crafters_shop,banner_parts,17,0
cyan_banner,1,58,0,crafters_shop,banner_parts,17,0
light_blue_banner,1,58,0,crafters_shop,banner_parts,17,0
blue_banner,1,60,0,crafters_shop,banner_parts,18,0
purple_banner,1,58,0,crafters_shop,banner_parts,17,0
magenta_banner,1,58,0,crafters_shop,banner_parts,17,0
pink_banner,1,55,0,crafters_shop,banner_parts,16,0
flower_banner_pattern,1,100,0,crafters_shop,banner_parts,30,0
creeper_banner_pattern,1,150,0,crafters_shop,banner_parts,50,0
skull_banner_pattern,1,150,0,crafters_shop,banner_parts,50,0
mojang_banner_pattern,1,200,0,crafters_shop,banner_parts,70,0
field_masoned_banner_pattern,1,120,0,crafters_shop,banner_parts,40,0
bordure_indented_banner_pattern,1,120,0,crafters_shop,banner_parts,40,0
piglin_banner_pattern,1,180,0,crafters_shop,banner_parts,60,0
globe_banner_pattern,1,250,0,crafters_shop,banner_parts,80,0
flow_banner_pattern,1,220,0,crafters_shop,banner_parts,75,0
guster_banner_pattern,1,220,0,crafters_shop,banner_parts,75,0

# Category: dyes
white_dye,8,30,0,crafters_shop,dyes,10,0
light_gray_dye,8,30,0,crafters_shop,dyes,10,0
gray_dye,8,30,0,crafters_shop,dyes,10,0
black_dye,8,40,0,crafters_shop,dyes,12,0
brown_dye,8,35,0,crafters_shop,dyes,11,0
red_dye,8,30,0,crafters_shop,dyes,10,0
orange_dye,8,30,0,crafters_shop,dyes,10,0
yellow_dye,8,30,0,crafters_shop,dyes,10,0
lime_dye,8,30,0,crafters_shop,dyes,10,0
green_dye,8,35,0,crafters_shop,dyes,11,0
cyan_dye,8,35,0,crafters_shop,dyes,11,0
light_blue_dye,8,35,0,crafters_shop,dyes,11,0
blue_dye,8,40,0,crafters_shop,dyes,12,0
purple_dye,8,35,0,crafters_shop,dyes,11,0
magenta_dye,8,35,0,crafters_shop,dyes,11,0
pink_dye,8,30,0,crafters_shop,dyes,10,0
# dye item (ID 791) is likely generic.

# Category: pottery_sherds
brick,16,40,0,crafters_shop,pottery_sherds,12,0 # Item for crafting
decorated_pot,1,20,0,crafters_shop,pottery_sherds,5,0 # Empty block
angler_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
archer_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
arms_up_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
blade_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
brewer_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
burn_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
danger_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
explorer_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
friend_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
heart_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
heartbreak_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
howl_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
miner_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
mourner_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
plenty_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
prize_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
sheaf_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
shelter_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
skull_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
snort_pottery_sherd,1,80,0,crafters_shop,pottery_sherds,25,0
scrape_pottery_sherd,1,100,0,crafters_shop,pottery_sherds,30,0
guster_pottery_sherd,1,100,0,crafters_shop,pottery_sherds,30,0
flow_pottery_sherd,1,100,0,crafters_shop,pottery_sherds,30,0

# Category: music_discs
music_disc_13,1,500,0,crafters_shop,music_discs,150,0
music_disc_cat,1,500,0,crafters_shop,music_discs,150,0
music_disc_blocks,1,600,0,crafters_shop,music_discs,180,0
music_disc_chirp,1,600,0,crafters_shop,music_discs,180,0
music_disc_far,1,600,0,crafters_shop,music_discs,180,0
music_disc_mall,1,600,0,crafters_shop,music_discs,180,0
music_disc_mellohi,1,600,0,crafters_shop,music_discs,180,0
music_disc_stal,1,600,0,crafters_shop,music_discs,180,0
music_disc_strad,1,600,0,crafters_shop,music_discs,180,0
music_disc_ward,1,600,0,crafters_shop,music_discs,180,0
music_disc_11,1,800,0,crafters_shop,music_discs,240,0
music_disc_wait,1,700,0,crafters_shop,music_discs,210,0
music_disc_pigstep,1,1500,0,crafters_shop,music_discs,450,0
music_disc_otherside,1,2000,0,crafters_shop,music_discs,600,0
music_disc_5,1,2500,0,crafters_shop,music_discs,750,0 # Fragments
music_disc_relic,1,1800,0,crafters_shop,music_discs,540,0
music_disc_creator,1,1000,0,crafters_shop,music_discs,300,0
music_disc_creator_music_box,1,1200,0,crafters_shop,music_discs,360,0
music_disc_precipice,1,1000,0,crafters_shop,music_discs,300,0 
music_disc_tears,1,1000,0,crafters_shop,music_discs,300,0 

# == Shop: farmers_market ==

# Category: growables (Raw Food - Vegetables/Fruits/Fungi that grow)
apple,8,40,0,farmers_market,growables,12,0
melon_slice,16,20,0,farmers_market,growables,6,0
sweet_berries,16,30,0,farmers_market,growables,10,0
glow_berries,8,50,0,farmers_market,growables,15,0
carrot,16,30,0,farmers_market,growables,10,0
potato,16,30,0,farmers_market,growables,10,0
beetroot,16,20,0,farmers_market,growables,6,0
wheat,32,30,0,farmers_market,growables,10,0
chorus_fruit,4,100,0,farmers_market,growables,35,0
pumpkin,1,20,0,farmers_market,growables,6,0
sugar_cane,16,25,0,farmers_market,growables,8,0
brown_mushroom,4,20,0,farmers_market,growables,6,0
red_mushroom,4,20,0,farmers_market,growables,6,0
crimson_fungus,4,30,0,farmers_market,growables,10,0
warped_fungus,4,30,0,farmers_market,growables,10,0
cocoa_beans,8,40,0,farmers_market,growables,12,0
kelp,16,20,0,farmers_market,growables,6,0


# Category: meats (Raw Meats & Fish)
beef,8,80,0,farmers_market,meats,25,0
porkchop,8,70,0,farmers_market,meats,20,0
chicken,8,60,0,farmers_market,meats,18,0
mutton,8,60,0,farmers_market,meats,18,0
rabbit,8,50,0,farmers_market,meats,15,0
cod,8,40,0,farmers_market,meats,12,0
salmon,8,50,0,farmers_market,meats,15,0
tropical_fish,1,30,0,farmers_market,meats,10,0
pufferfish,1,70,0,farmers_market,meats,20,0

# Category: farm_misc (Processed/Other Farm Goods & Byproducts)
bread,4,50,0,farmers_market,farm_misc,15,0
cookie,8,40,0,farmers_market,farm_misc,12,0
pumpkin_pie,1,60,0,farmers_market,farm_misc,20,0
honey_bottle,1,40,0,farmers_market,farm_misc,12,0
honeycomb,4,30,0,farmers_market,farm_misc,10,0
egg,16,25,0,farmers_market,farm_misc,8,0
milk_bucket,1,30,0,farmers_market,farm_misc,10,0
mushroom_stew,1,50,0,farmers_market,farm_misc,15,0
rabbit_stew,1,100,0,farmers_market,farm_misc,35,0
beetroot_soup,1,40,0,farmers_market,farm_misc,12,0
suspicious_stew,1,120,0,farmers_market,farm_misc,40,-1
bowl,4,20,0,farmers_market,farm_misc,5,0
hay_block,1,80,0,farmers_market,farm_misc,25,0
dried_kelp_block,1,50,0,farmers_market,farm_misc,15,0
sugar,16,40,0,farmers_market,farm_misc,12,0
dried_kelp,16,30,0,farmers_market,farm_misc,10,0
bone_block,1,120,0,farmers_market,farm_misc,35,0
sponge,1,300,0,farmers_market,farm_misc,100,0
wet_sponge,1,280,0,farmers_market,farm_misc,90,0
leather,8,100,0,farmers_market,farm_misc,30,0
rabbit_hide,8,80,0,farmers_market,farm_misc,25,0
scute,1,120,0,farmers_market,farm_misc,38,0
feather,16,30,0,farmers_market,farm_misc,10,0
flint,8,40,0,farmers_market,farm_misc,12,0
rotten_flesh,16,20,0,farmers_market,farm_misc,5,0
spider_eye,8,50,0,farmers_market,farm_misc,15,0
string,16,30,0,farmers_market,farm_misc,10,0
gunpowder,8,100,0,farmers_market,farm_misc,30,0
water_bucket,1,80,0,farmers_market,farm_misc,25,0
lava_bucket,1,150,0,farmers_market,farm_misc,50,0
powder_snow_bucket,1,100,0,farmers_market,farm_misc,30,0

# Category: plantables (Seeds & Farm Plants for growing)
wheat_seeds,16,10,0,farmers_market,plantables,2,0
melon_seeds,4,15,0,farmers_market,plantables,4,0
pumpkin_seeds,4,15,0,farmers_market,plantables,4,0
beetroot_seeds,16,10,0,farmers_market,plantables,2,0
nether_wart,4,80,0,farmers_market,plantables,25,0
cactus,8,30,0,farmers_market,plantables,10,0
pitcher_pod,1,120,0,farmers_market,plantables,40,0
torchflower_seeds,1,120,0,farmers_market,plantables,40,0
bamboo,16,40,0,farmers_market,plantables,12,0
chorus_flower,1,200,0,farmers_market,plantables,70,0

# Mushroom Blocks
red_mushroom_block,8,50,0,farmers_market,plantables,15,0
brown_mushroom_block,8,50,0,farmers_market,plantables,15,0
mushroom_stem,8,40,0,farmers_market,plantables,12,0
# Nylium and Roots
crimson_nylium,8,70,0,farmers_market,plantables,20,0
warped_nylium,8,70,0,farmers_market,plantables,20,0
crimson_roots,16,30,0,farmers_market,plantables,10,0
warped_roots,16,30,0,farmers_market,plantables,10,0
# Other plantable items from ID list
nether_sprouts,16,30,0,farmers_market,plantables,10,0
twisting_vines,16,40,0,farmers_market,plantables,12,0
weeping_vines,16,40,0,farmers_market,plantables,12,0

# Category: cooked_food
cooked_beef,8,150,0,farmers_market,cooked_food,50,0
cooked_porkchop,8,130,0,farmers_market,cooked_food,45,0
cooked_chicken,8,110,0,farmers_market,cooked_food,35,0
cooked_mutton,8,110,0,farmers_market,cooked_food,35,0
cooked_rabbit,8,90,0,farmers_market,cooked_food,30,0
cooked_cod,8,70,0,farmers_market,cooked_food,20,0
cooked_salmon,8,90,0,farmers_market,cooked_food,30,0
baked_potato,16,50,0,farmers_market,cooked_food,15,0

# Category: candle_cakes
cake,1,150,0,farmers_market,candle_cakes,50,0 # Base cake item for reference
candle_cake,1,170,0,farmers_market,candle_cakes,50,0 # Uncolored candle on cake
white_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
orange_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
magenta_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
light_blue_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
yellow_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
lime_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
pink_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
gray_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
light_gray_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
cyan_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
purple_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
blue_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
brown_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
green_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
red_candle_cake,1,180,0,farmers_market,candle_cakes,55,0
black_candle_cake,1,180,0,farmers_market,candle_cakes,55,0

# Category: saplings
oak_sapling,4,30,0,farmers_market,saplings,10,0
spruce_sapling,4,30,0,farmers_market,saplings,10,0
birch_sapling,4,30,0,farmers_market,saplings,10,0
jungle_sapling,4,40,0,farmers_market,saplings,12,0
acacia_sapling,4,40,0,farmers_market,saplings,12,0
dark_oak_sapling,4,40,0,farmers_market,saplings,12,0
cherry_sapling,4,50,0,farmers_market,saplings,15,0
mangrove_propagule,4,50,0,farmers_market,saplings,15,0
bamboo_sapling,4,30,0,farmers_market,saplings,10,0
pale_oak_sapling,1,80,0,farmers_market,saplings,25,0

# == Shop: library ==

# Category: books
book,1,40,0,library,books,12,0
writable_book,1,60,0,library,books,20,-1
paper,16,30,0,library,books,10,0
ink_sac,4,50,0,library,books,15,0
glow_ink_sac,1,80,0,library,books,25,0
feather,8,20,0,library,books,6,0
map,1,80,0,library,books,25,0

# Category: enchanting
lapis_lazuli,8,80,0,library,enchanting,25,0
experience_bottle,1,200,0,library,enchanting,60,0
enchanting_table,1,800,0,library,enchanting,250,0
bookshelf,1,200,0,library,enchanting,65,0
lodestone_compass,1,850,0,library,enchanting,260,0

# == Shop: pet_shop ==

# Category: pets (Spawn Eggs for Tameable/Breedable Animals)
allay_spawn_egg,1,800,0,pet_shop,pets,240,0
armadillo_spawn_egg,1,600,0,pet_shop,pets,180,0
axolotl_spawn_egg,1,500,0,pet_shop,pets,150,0
bee_spawn_egg,1,250,0,pet_shop,pets,75,0
camel_spawn_egg,1,700,0,pet_shop,pets,210,0
cat_spawn_egg,1,200,0,pet_shop,pets,60,0
chicken_spawn_egg,1,80,0,pet_shop,pets,25,0
cow_spawn_egg,1,120,0,pet_shop,pets,35,0
donkey_spawn_egg,1,250,0,pet_shop,pets,75,0
fox_spawn_egg,1,300,0,pet_shop,pets,90,0
frog_spawn_egg,1,400,0,pet_shop,pets,120,0 
glow_squid_spawn_egg,1,350,0,pet_shop,pets,100,0
goat_spawn_egg,1,350,0,pet_shop,pets,100,0
happy_ghast_spawn_egg,1,8000,0,pet_shop,pets,2400,0
horse_spawn_egg,1,300,0,pet_shop,pets,90,0
llama_spawn_egg,1,300,0,pet_shop,pets,90,0
mooshroom_spawn_egg,1,200,0,pet_shop,pets,60,0
mule_spawn_egg,1,280,0,pet_shop,pets,85,0
ocelot_spawn_egg,1,250,0,pet_shop,pets,75,0
panda_spawn_egg,1,450,0,pet_shop,pets,135,0
parrot_spawn_egg,1,150,0,pet_shop,pets,45,0
pig_spawn_egg,1,100,0,pet_shop,pets,30,0
polar_bear_spawn_egg,1,500,0,pet_shop,pets,150,0
rabbit_spawn_egg,1,100,0,pet_shop,pets,30,0
sheep_spawn_egg,1,100,0,pet_shop,pets,30,0
sniffer_spawn_egg,1,1500,0,pet_shop,pets,450,0
squid_spawn_egg,1,150,0,pet_shop,pets,45,0
strider_spawn_egg,1,400,0,pet_shop,pets,120,0
trader_llama_spawn_egg,1,500,0,pet_shop,pets,150,0
turtle_spawn_egg,1,400,0,pet_shop,pets,120,0
wolf_spawn_egg,1,200,0,pet_shop,pets,60,0

# Other Mobs (Bucketed Mobs and special items)
cod_bucket,1,100,0,pet_shop,other_pets,30,0 
pufferfish_bucket,1,150,0,pet_shop,other_pets,45,0
salmon_bucket,1,120,0,pet_shop,other_pets,35,0
tadpole_bucket,1,100,0,pet_shop,other_pets,30,0
tropical_fish_bucket,1,120,0,pet_shop,other_pets,35,0
axolotl_bucket,1,550,0,pet_shop,other_pets,160,0

# Category: pet_supplies
bone,16,50,0,pet_shop,pet_supplies,15,0
cod,16,80,0,pet_shop,pet_supplies,25,0 
salmon,16,100,0,pet_shop,pet_supplies,30,0
tropical_fish,16,100,0,pet_shop,pet_supplies,30,0
wheat_seeds,32,20,0,pet_shop,pet_supplies,5,0
carrot,16,30,0,pet_shop,pet_supplies,10,0
golden_carrot,1,70,0,pet_shop,pet_supplies,20,0
golden_apple,1,250,0,pet_shop,pet_supplies,80,0
spider_eye,8,50,0,pet_shop,pet_supplies,15,0
carrot_on_a_stick,1,60,0,pet_shop,pet_supplies,20,-1
warped_fungus_on_a_stick,1,70,0,pet_shop,pet_supplies,20,-1
lead,1,80,0,pet_shop,pet_supplies,25,0
name_tag,1,200,0,pet_shop,pet_supplies,10,-1
saddle,1,250,0,pet_shop,pet_supplies,80,0
amethyst_shard,4,100,0,pet_shop,pet_supplies,30,0 
turtle_egg,1,100,0,pet_shop,pet_supplies,30,0 
frog_spawn,1,150,0,pet_shop,pet_supplies,45,0
sniffer_egg,1,800,0,pet_shop,pet_supplies,250,0 
armadillo_scute,4,200,0,pet_shop,pet_supplies,60,0

# Harnesses
white_harness,1,100,0,pet_shop,harness,30,-1
orange_harness,1,100,0,pet_shop,harness,30,-1
magenta_harness,1,100,0,pet_shop,harness,30,-1
light_blue_harness,1,100,0,pet_shop,harness,30,-1
yellow_harness,1,100,0,pet_shop,harness,30,-1
lime_harness,1,100,0,pet_shop,harness,30,-1
pink_harness,1,100,0,pet_shop,harness,30,-1
gray_harness,1,100,0,pet_shop,harness,30,-1
light_gray_harness,1,100,0,pet_shop,harness,30,-1
cyan_harness,1,100,0,pet_shop,harness,30,-1
purple_harness,1,100,0,pet_shop,harness,30,-1
blue_harness,1,100,0,pet_shop,pet_supplies,30,-1
brown_harness,1,100,0,pet_shop,pet_supplies,30,-1
green_harness,1,100,0,pet_shop,pet_supplies,30,-1
red_harness,1,100,0,pet_shop,pet_supplies,30,-1
black_harness,1,100,0,pet_shop,pet_supplies,30,-1
